date,source,headline,entities
2015-12-11,daily_nation,PKALYA: Yes graft is a disaster that must be tackled,pkalya
2015-12-11,daily_nation,WAMAE: Streamline procurement to fight corruption in State departments,wamae
2015-12-11,standard,Is EACC up to the task of fighting corruption?,eacc
2015-12-11,business_daily,Bribes paid to KRA staff jumped most says Transparency report,kra
2015-12-11,standard,Taxman invites EACC to investigate staff over BAT bribery scandal,"kra, eacc, bat"
2015-12-12,daily_nation,Kitui governor suspends five officials over corruption charges,kitui
2015-12-12,daily_nation,Governor Joho orders arrest of 3 county workers on suspicion of graft,joho
2015-12-12,standard,Wabukala Njue call for peace condemn corruption,"wabukala, njue"
2015-12-13,daily_nation,Uhuru: We will win war on corruption,uhuru
2015-12-13,daily_nation,Kibaki tells accountants to fight graft,kibaki
2015-12-13,daily_nation,KABANDO: Budget cuts should accompany anti-graft talk,kabando
2015-12-13,daily_nation,KIAI: War on corruption should begin with public declaration of leaders<U+92>,kiai
2015-12-14,business_daily,ODOTE: Is the war on corruption on right track?,odote
2015-12-15,daily_nation,GAITHO: Talk on graft impressive but action on criminals would be better,gaitho
2015-12-15,standard,Brace for battle to unearth corruption in 216 Raila tells Jubilee,"raila, juv"
2015-12-15,standard,Commission against push for EACC to prosecute corruption suspects,eacc
2015-12-16,business_daily,Muturi disowns EACC corruption report amid pressure from MPs,"muturi, eacc, parliament"
2015-12-16,daily_nation,MASIDZA: Let<U+92>s start with small fish in the war on graft,masidza
2015-12-16,business_daily,Tobacco bribery a dirty game says Muraguri,"muraguri, bat"
2015-12-17,business_daily,AG says Ngilu Kamau target Uhuru in graft case petitions,"ag, uhuru, ngilu, kamau"
2015-12-17,daily_nation,: It is a shame that Speaker has disowned graft report,muturi
2015-12-18,business_daily,Shollei faces fresh graft charge,"shollei, court"
2015-12-18,daily_nation,Waiguru's fate in NYS graft probe still unclear,"waiguru, nys"
2015-12-18,daily_nation,Raila says he will not relent on graft war,raila
2015-12-18,daily_nation,Keep off my fight on graft Raila tells Ruto,"raila, ruto"
2015-12-18,standard,Kidero blames corruption and cartels for city garbage menace,kidero
2015-12-18,standard,Corruption claims floor both CORD and Jubilee,"cord, jubilee"
2015-12-20,daily_nation,: A clean Judiciary is core in graft war,judiciary
2015-12-20,daily_nation,KANYINGA: To beat graft open accounts to public scrutiny and enforce law,kanyinga
2015-12-20,daily_nation,Karua now caught up in Sh7m BAT bribery storm,"karua, bat"
2015-12-21,business_daily,KRA seeks more details on BAT bribery scandal,"kra, bat"
2015-12-22,daily_nation,GAITHO: Declare your wealth then we will know anti-graft war is serious,gaitho
2015-12-22,standard,Prophet Owuor warns on corruption,owuor
2015-12-22,daily_nation,Karua defends herself from bribery allegations,karua
2015-12-22,standard,UK detectives to help KRA in bribery probe,"uk, kra"
2015-12-23,standard,Court bars eight more over stolen NYS millions,"nys, court"
2015-12-23,daily_nation,Senator sues BBC over bribe claim,"bbc, wetangula"
2015-12-23,daily_nation,Duale says MPs will investigate B.A.T bribery claims,"duale, parliament, bat"
2015-12-27,daily_nation,MUITE: War on corruption must be fought within the law,muite
2015-12-29,business_daily,THOGO: Use  tax audits to tackle corruption,thogo
2015-12-29,business_daily,EACC has little to show on <U+91>chickengate<U+92> scandal as UK goes after briber<U+92>s assets,"eacc, chickengate, uk"
2015-12-30,business_daily,Second corruption case filed against Shollei seven others,"shollei, court"
2016-01-01,standard,EACC vows fresh tactics in graft war,eacc
2016-01-01,standard,Graft: Change of tack needed to make new EACC team effective,eacc
2016-01-06,business_daily,KRA passes the buck to Rotich on fate of bribery tainted director,"kra, rotich"
2016-01-08,business_daily,: Asset Recovery Agency must target past corruption,asset recovery agency
2016-01-08,business_daily,Top Kidero aide arrested over Sh1m Sonko bribe,"kidero, sonko, george wainaina"
2016-01-09,business_daily,Kidero aide facing bribery charges fails to appear in court,"kidero, george wainaina"
2016-01-13,standard,CJ appoints two judges to head anti-graft court,cj
2016-01-13,standard,Senator Wetang'ula defends self over voter bribery,wetangula
2016-01-14,standard,Tax official denies BAT bribery claim,bat
2016-01-17,standard,Cheruiyot takes early lead as bribery allegations mar Jubilee Alliance Party nominations,"jubilee, cheruiyot"
2016-01-20,standard,EACC raids Nakuru county headquarters over graft claims,"eacc, nakuru"
2016-01-21,business_daily,ELDON: Kenya should leverage on IT to weaken corruption tentacles,eldon
2016-01-22,business_daily,EACC detectives raid wa Iria<U+92>s residence in corruption crackdown,"iria, eacc"
2016-01-22,standard,Audit of KRA fat cats ropes in anti-graft czar NIS,"kra, nis"
2016-01-24,business_daily,JSC to decide Tunoi<U+92>s fate over Kidero Sh2m bribery claims,"jsc, tunoi, kidero"
2016-01-26,standard,Waiguru letter genuine says anti-graft team,waiguru
2016-01-26,standard,Justice Philip Tunoi bribery claims jolt Judiciary,"tunoi, judiciary"
2016-01-27,business_daily,CJ names new High Court anti-corruption division head,"cj, high court"
2016-01-27,standard,Seven charged with threatening CDF official over graft claims,cdf
2016-01-27,business_daily,Kidero lawyer to attend JSC bribery sitting,"kidero, jsc"
2016-01-27,standard,Bribery claims saga tops list of Mutunga's unfinished business as retirement nears,mutunga
2016-01-28,business_daily,Supreme Court in dilemma over bribery allegations,supreme court
2016-01-31,standard,Top managers sacked over corruption at KPA,kpa
2016-01-31,standard,Anti-corruption agency did shoddy probe on Waiguru says Keter,"waiguru, keter"
2016-02-01,business_daily,ODOTE: Focus on culture change to win war on graft,odote
2016-02-01,standard,Investigate corruption claims against NPSC,npsc
2016-02-02,business_daily,KABAARA: Focus on system changes to fight graft,kabaara
2016-02-02,business_daily,JSC team grills Tunoi Kiplagat over Sh2m bribe claim,"jsc, tunoi, kiplagat"
2016-02-02,standard,Kidero: I am ready to face allegations of bribing Judge Philip Tunoi,"kidero, tunoi"
2016-02-03,business_daily,Kidero grilled by special JSC team over Sh2m bribe,"kidero, jsc"
2016-02-04,standard,Man wants CJ Mutunga fired over 'corruption',"cj, mutunga"
2016-02-05,business_daily,BARASA: Why change of tack is needed to win the war against graft,barasa
2016-02-06,standard,Governor Kidero maintains he is innocent dismisses bribery allegations,kidero
2016-02-07,standard,MPs want Supreme Court judges and JSC members probed over graft,"supreme court, jsc"
2016-02-07,standard,Uhuru directs Inspector General to tackle corruption in the Police Service,"uhuru,ig, police"
2016-02-09,standard,Serve diligently and shun graft Uhuru tells police recruits,uhuru
2016-02-09,standard,Waiguru to face anti-graft agency over scam ,waiguru
2016-02-09,business_daily,US Senators want BAT punished for bribing top Kenyan officials,"usa, bat, kenya"
2016-02-10,standard,Corruption is rife at Kenya<U+92>s youth fund stakeholders youth,youth fund
2016-02-12,standard,Raila should fight graft in his backyard,raila
2016-02-12,business_daily,Regulator to deregister referral-for-bribe doctors,kmpdp
2016-02-13,business_daily,Uhuru reprimands police bosses over corruption,uhuru
2016-02-13,standard,Raila: Unseat Jubilee to stop graft,"raila, jubilee"
2016-02-17,standard,Athletics Kenya CEO to temporarily step aside over bribery allegations,"ak, isaac mwangi"
2016-02-18,standard,Graft agency grills Oswago over Chickengate scandal,"oswago, chickengate"
2016-02-22,business_daily,NYS budget cut to Sh11.6bn as graft claims rise,nys
2016-02-22,standard,DP Ruto fires back at Raila over graft,"ruto, raila"
2016-02-22,standard,Anti-graft team denied access to Kidero accounts,"eacc, kidero"
2016-02-25,standard,Nairobi Chief of Staff wants Sonko to produce CCTV footage in bribery allegations,"sonko, george wainaina"
2016-02-26,standard,Moi cautions leaders against corruption,moi
2016-02-27,standard,Philip Kinisu: Third of Kenyan budget lost to corruption,philip kinisu
2016-02-27,standard,Uhuru broke law in graft probe judges declare,uhuru
2016-02-27,standard,Justice Tunoi<U+92>s bribe saga exposes Uhuru<U+92>s advisers again,"tunoi, uhuru"
2016-02-28,standard,Corruption taking a worrying trend as 217 polls near Mutunga warns,mutunga
2016-02-28,standard,Mbadi: Jubilee is diverting attention from grand corruption,"mbadi, jubilee"
2016-02-29,business_daily,Ex-BAT Kenya boss in another bribery web,"bat, gary fagan"
2016-03-04,business_daily,KISERO: IFMIS is a vessel of corruption Mr Director,"kisero, ifmis"
2016-03-06,standard,Uhuru must stop making excuses and tackle graft,uhuru
2016-03-08,standard,Jubilee MPs evicted from polling stations in Malindi as bribery allegations soar,"malindi, jubilee, parliament"
2016-03-11,business_daily,KABAARA: Kenya<U+92>s best chance to end systemic graft,kabaara
2016-03-15,standard,President Uhuru<U+92>s new laws to fix corruption cartels,uhuru
2016-03-15,standard,Graft scaring away investors World Bank warns,world bank
2016-03-21,standard,Bishop Korir asks government to show commitment in war against graft,bishop korir
2016-03-22,business_daily,Treasury allocates Sh2.7bn for war on corruption,treasury
2016-03-25,business_daily,Kenyan manufacturers in UN training deal to stem private sector graft,un
2016-03-25,standard,Waiguru summoned in another corruption case,waiguru
2016-03-25,standard,Uhuru needs to do more to tackle grand corruption,uhuru
2016-03-26,standard,UK recovers Sh577 million stolen from Kenyan taxpayers,uk
2016-03-26,standard,Raila can win war on corruption,raila
2016-03-26,standard,EACC announces change of tack in war on graft,eacc
2016-03-26,standard,Trying moment as bribery claims rock Kenya Rugby,kenya rugby union
2016-03-27,standard,Senator plans to devolve whistle blowing to fight corruption in counties,senate
2016-03-27,standard,Kenya is sick from poverty and corruption says Catholic Church,catholic church
2016-03-27,standard,DPP still pursuing 88 corruption cases,dpp
2016-03-30,business_daily,NDUNYU: Instil culture change in fight against corruption,ndunyu
2016-03-30,standard,Kenya to write protest letter to the US over corruption clip,usa
2016-03-31,standard,CBK bailing out banks will be bailing out corruption,cbk
2016-04-01,business_daily,Uhuru says Sh1.6bn taken from lords of corruption,uhuru
2016-04-03,standard,President Uhuru keen to slay graft dragon,uhuru
2016-04-06,business_daily,Tunoi opts for private hearing into Sh2m Kidero bribery probe,"tunoi, kidero"
2016-04-07,standard,Key witnesses were bribed to recant evidence in RutoSang case say judges,"ruto, sang"
2016-04-09,business_daily,Africa urges Europe to return stolen funds,"africa, europe"
2016-04-11,standard,Probe massive graft in Trans Nzoia county,trans nzoia
2016-04-12,business_daily,Land officials face  audit in fresh graft fight,land ministry
2016-04-13,business_daily,Tunoi lawyer pokes holes in Sh2m bribery affidavit,tunoi
2016-04-13,standard,Kiplagat taken to task over Justice Tunoi's Sh2m bribery claim,"tunoi, kiplagat"
2016-04-18,standard,DP William Ruto challenges Kenya<U+92>s Internal Auditors to partake in the war against graft,ruto
2016-04-20,business_daily,US envoy wants courts to clear graft cases backlog,"usa, courts"
2016-05-02,business_daily,MPs probe Medanta Hospital in referral-for-bribes scandal,"medanta hospital,parliament"
2016-05-09,standard,Uphold ethics to fight graft Waweru urges accountants,waweru
2016-05-10,business_daily,NDEMO: Enforcing code of ethics can help war on graft,ndemo
2016-05-11,standard,Two judges solicited Sh2.5m bribe witness tells probe team -,"joseph mutava, leonard njagi, sehit investments, rose mbithe"
2016-05-13,standard,EACC: How school heads steal education billions,"eacc, school heads"
2016-05-13,standard,Disbanding land boards won<U+92>t end corruption -,lands board
2016-05-13,standard,Up to Sh1.4b was stolen in NYS scandal new audit now reveals,nys
2016-05-13,standard,Lawyer Ahmednasir Abdullahi to face tribunal over Sh1m bribe claims,ahmednasir
2016-05-19,standard,Senior lawyer Ahmednasir denies bribery claims -,ahmednasir
2016-05-28,standard,Suspended Judge Philip Tunoi accuser shows how alleged Sh2m bribe changed hands,tunoi
2016-05-30,business_daily,Graft-linked former PS ex-NSSF boss to exit Britam board,"richard langat, nduva muli, nssf, britam"
2016-06-03,business_daily,Tunoi bribery tribunal adjourns over dispute on spy agency report,tunoi
2016-06-04,standard,Report: Jubilee scores high marks on economy and low on graft,jubilee
2016-06-04,standard,JAP PNU accuse each other of voter bribery in by-election -,"pnu, jubilee"
2016-06-06,business_daily,KARIM: How to win the war against graft in tax administration,karim
2016-06-09,standard,Now shocking details emerge in Phillip Tunoi bribery claims probe,tunoi
2016-06-10,standard,Judge Phillip Tunoi seeks to end probe on bribery claims as Kidero fails to testify,"tunoi, kidero"
2016-06-12,standard,Graft agency probes award of Mandera airport tender,"eacc, mandera airport"
2016-06-14,business_daily,NYS case prosecutor links suspects to transfer of stolen cash,nys
2016-06-14,business_daily,Detective doubts Kidero Tunoi Sh2m bribe meeting claim,"kidero, tunoi"
2016-06-16,standard,Former Devolution CS Anne Waiguru blames graft cartel for her downfall,"waiguru, devolution ministry"
2016-06-16,standard,Chair of anti-graft body Philip Kinisu probed over NYS dealings,"kinisu, nys"
2016-07-01,standard,Investigate alleged graft in Nyandarua,nyandarua
2016-07-06,standard,Anti-corruption chief Kinisu should leave office,kinisu
2016-07-08,standard,Kayole OCPD accused of harassing graft probe official,"kayole, ocpd"
2016-07-11,standard,NSSF moves to recover billions in stolen prime property,nssf
2016-07-20,standard,KRA should tax income from corruption and fraud,kra
2016-08-03,standard,Visram: I will dismantle graft cartels in courts if I become Kenya's next CJ,"visram, cj"
2016-08-05,standard,Raila Odinga accuses two parliamentary watchdogs of laxity in fighting graft,"raila, public accounts committee, public investment committee"
2016-08-05,standard,Sh5m Jersey corruption money to build rehabs says Uhuru,"jersey, uhuru"
2016-08-07,standard,Kenyan athletics manager recalled after doping bribe report,"ak, isaac mwangi"
2016-08-16,business_daily,MPs ask anti-graft agency to probe funds use at Kemri,"kemri, eacc, parliament"
2016-08-16,standard,Stop stealing at port President Uhuru warns employees,uhuru
2016-08-18,standard,Corruption frustrations exposed during Police vetting,police
2016-08-22,business_daily,ODOTE: IEBC campaign spend limits won<U+92>t curb graft,"odote, iebc"
2016-08-22,business_daily,NYAGA: Step up efforts to seize graft linked assets lying in Kenya,nyaga
2016-08-23,standard,Auditor General: Public servants pilfering taxpayers' millions through petty cash,auditor general
2016-08-29,standard,Kinisu exit a reminder that graft war won<U+92>t be won any time soon -,kinisu
2016-08-29,standard,Corruption at the TSC Nyamira offices,"tsc, nyamira"
2016-08-30,standard,EACC report says corruption is rife at Kenya's borders -,eacc
2016-08-31,standard,Raila Coast leaders accuse Jubilee of economic sabotage and promoting corruption,"raila, coast, jubilee"
2016-09-04,standard,KDF recruitment must be free from corruption,kdf
2016-09-04,standard,Atwoli exposes leaders who have been 'polished' by graft in government,atwoli
2016-09-04,standard,We will fight graft deputy CJ hopefuls say -,cj
2016-09-11,standard,Land agency in Sh35m drive to end corruption,nlc
2016-09-16,business_daily,JONES AND WILLIAMS: Corruption and wildlife trafficking: The elephant in the room,jones & williams
2016-09-21,standard,Raila: Uhuru 'surrender' in graft war is abdication of duties as President,"raila, uhuru"
2016-09-21,standard,Full: President Uhuru Kenyatta's speech on the war against graft in Kenya,uhuru
2016-09-22,business_daily,NYAGA: Make graft a matter of life death to win,nyaga
2016-09-22,standard,President Uhuru ramps up attack on courts over corruption -,uhuru
2016-09-24,business_daily,Court rules Machakos Governor to face corruption charges,"machakos, mutua, court"
2016-09-26,business_daily,Court hands three years to ex-Nyeri  bosses over graft,nyeri
2016-09-28,standard,Law Society of Kenya defends Judiciary in war on graft,"lsk, judiciary"
2016-09-29,business_daily,EACC raises funds stolen in NYS scam to Sh2bn,"nys, eacc"
2016-10-08,business_daily,No qualified applicants for anti-graft agency head - PSC,psc
2016-10-19,standard,Uhuru not serious about fighting corruption says Githongo,"uhuru, githongo"
2016-10-23,business_daily,Mailu says probe on graft at ministry ongoing,"mailu, health ministry"
2016-10-23,business_daily,: Afya House scam must trigger a major anti-corruption purge,afya house
2016-10-24,standard,Standoff at Busia  Assembly over corruption claims,busia
2016-10-27,standard,Nyacheki by-election marred with chaos voter bribery,nyacheki
2016-10-28,standard,Alexander ChagemaGraft and insecurity Uhuru's Achilles heel,"alexander chagema, uhuru"
2016-10-28,standard,Raila claims runaway corruption will make Kenya bankrupt,raila
2016-10-29,standard,Safaricom in-house systems cut graft by 6pc,safaricom
2016-11-01,standard,President Uhuru Kenyatta should seek lessons on how to fight corruption from Tanzanian President Magufuli,"uhuru, tanzania, magufuli"
2016-11-01,standard,There<U+92>s no evidence Jubilee wants to fight graft -,jubilee
2016-11-01,standard,Moi defends Uhuru over corruption asks suspects to resign,"uhuru, moi"
2016-11-01,standard,I<U+92>ll not be cowed in war on graft: Raila,raila
2016-11-03,standard,Migori Governor Okoth Obado faces prosecution over graft,"migori, okoth obado"
2016-11-04,standard,Kamotho WaiganjoAversion to corruption is largely superficial,Kamotho waiganjo
2016-11-04,standard,Jubilee committed to fight against graft says DP Ruto,"jubilee, ruto"
2016-11-04,standard,Chiefs in Kakamega accused of asking for bribes to list orphans and disabled in cash transfer plan,kakamega
2016-11-05,standard,Kanu leaders pledge support for Uhuru but back CORD on corruption -,"kanu, uhuru, cord"
2016-11-06,daily_nation,President Kenyatta DP Ruto rubbish graft allegations against government,ruto
2016-11-06,daily_nation,Mudavadi alleges graft in medical equipment lease deal,mudavadi
2016-11-06,daily_nation,OTIENO: Greedy elite are using affirmative action to steal,otieno
2016-11-06,daily_nation,ATWOLI: Let<U+92>s forget this thing called war on corruption,atwoli
2016-11-06,standard,Fighting graft: Lessons from Botswana -,botswana
2016-11-06,standard,Opposition wades into Waiguru and Ruto graft wars,"waiguru, ruto"
2016-11-07,standard,DP Ruto challenges activist Mwangi to prove graft claims,"ruto, boniface mwangi"
2016-11-08,standard,Rights groups launch weekly anti-graft protests in Mombasa -,mombasa
2016-11-08,standard,Former Eldoret South MP freed after month in jail over corruption,"eldoret south, mp, peris simam"
2016-11-08,standard,Ruto and Joho in spat over corruption under Jubilee,"jubilee, ruto, joho"
2016-11-09,standard,Former Kisii Lands boss charged with bribery -,"kisii, land ministry, charles moraba"
2016-11-12,standard,KTN Prime: Kilifi Governor Amason Kingi gets pushed to the wall over corruptions cases17/11/16,"kilifi, kingi"
2016-11-14,standard,EACC has failed Uhuru in graft war says Jubilee legislator,"eacc, uhuru, jubilee"
2016-11-14,standard,Corruption will plunge Kenya into economic crisis Raila warns,"kenya, raila"
2016-11-14,standard,Mudavadi challenges lawyers to take active role in war against corruption,mudavadi
2016-11-15,business_daily,Shollei and seven others charged afresh with graft,shollei
2016-11-18,business_daily,Mwilu takes reins as deputy CJ with slaying of graft dragon top on agenda,"mwilu, dcj"
2016-11-18,standard,MP trashes governors IFMIS defence on corruption revelation,"ifmis, parliament, governors"
2016-11-18,standard,KTN Prime: CORD Leader Raila Odinga defends ODM Kilifi Governor Amason Kingi of corruption 23/11/16,"raila, odm, kilifi, kingi"
2016-11-19,standard,Ababu accuses Raila of double standards on corruption,"raila, namwamba"
2016-11-19,standard,President Uhuru Kenyatta has no choice but to win war against graft,uhuru
2016-11-19,standard,Raila and Uhuru face off over corruption,"raila, uhuru"
2016-11-20,standard,Raila's proposed law that will be able to take care of the corruption issue for good,raila
2016-11-22,standard,Ruto accuses Raila of defending corruption,"raila, ruto"
2016-11-24,business_daily,NDEMO: Let<U+92>s go the Indian way in tackling corruption,"ndemo, india"
2016-11-24,standard,Give president Uhuru more powers to fight corruption says Kindiki,"uhuru, kindiki"
2016-11-25,standard,Raila steps up fight against graft,raila
2016-11-25,standard,Why corruption has become a factor in the scramble for Coast votes for both CORD and Jubilee Party,"coast, cord, jubilee"
2016-11-25,standard,CheckPoint: Aden Duale's position on the rate of corruption in the country 27/11/216,duale
2016-11-25,standard,Revealed: Names and firms in Kilifi corruption probe,kilifi
2016-11-25,standard,Account for cash stolen from counties Ruto now tells Raila,"ruto, raila"
2016-11-27,standard,Nyeri residents petition anti-graft agency to probe MCAs,"nyeri, mca"
2016-11-27,standard,Why Jubilee is yet to provide evidence linking Raila Odinga corruption in counties,"jubilee, raila"
2016-11-28,business_daily,EACC says recovers Sh18 out of every Sh1 stolen from taxpayer,eacc
2016-11-28,business_daily,ODOTE: Humans not technology to blame for corruption,odote
2016-11-28,standard,Alexander ChagemaCorruption cacophony now full circus,alexander chagema
2016-11-28,standard,EACC blunders give lifeline to high-profile graft suspects,eacc
2016-11-29,standard,Makau MutuaGraft will not determine who gets elected in 217,makau mutua
2016-11-29,standard,Barrack MulukaTragedy of corruption in Jubilee government divided opposition,"barack muluka, jubilee"
2016-12-02,business_daily,KABAARA: Kenyans have lost count of anti-graft laws,kabaara
2016-12-02,standard,Dida: I'll use religion to fight graft,dida
2016-12-04,standard,CJ Maraga's move to hasten delivery of justice on graft cases laudable,maraga
2016-12-05,standard,Jubilee corruption is the cause of health crisis say Mudavadi and Raila,"mudavadi, raila, jubilee"
2016-12-05,standard,We have no right to point fingers on graft says Kepsa,kepsa
2016-12-05,standard,President Uhuru set to lead Jamhuri Day fete as regime struggles to stem corruption,uhuru
2016-12-06,standard,Anti-graft agency to probe Siaya Governor 'for flying family using public funds',"eacc, rasanga"
2016-12-06,standard,Prime: CJ David Maraga plans to speed up corruption cases and to be handled in under three months,"maraga, cj"
2016-12-07,standard,Chief Justice David Maraga puts anti-corruption agencies on toes,"maraga, cj"
2016-12-07,business_daily,127 police officers sacked for receiving bribes operating matatus,police
2016-12-08,business_daily,KIGEN: Why conflict of interest is an avenue of corruption,kigen
2016-12-08,standard,DP Ruto tells Raila to fight graft in CORD counties first,"ruto, raila, cord"
2016-12-10,business_daily,Auditor feted for uncovering Afya House graft,"afya house, health ministry, bernard muchere"
2016-12-12,standard,Activist backs CJ David Maraga on graft cases guidelines,"maraga, cj"
2016-12-18,standard,How will you slay graft dragon? MPs ask Wabukala,"wabukala, parliament"
2016-12-24,business_daily,Uhuru passes law punishing bribery with Sh5m fine 1-year jail term,uhuru
2016-12-29,business_daily,KARIUKI: Access to Information Act vital tool in war on graft,kairuki
2017-01-02,standard,Full in-tray for Wabukala at anti-graft body,"wabukala, eacc"
2017-01-02,standard,Nzoia Sugar MD arrested over graft claims,nzoia sugar
2017-01-03,business_daily,Kaimenyi banks on biometric access cards to curb graft,kaimenyi
2017-01-06,standard,Raila: President Uhuru Kenyatta is the patron of corruption cartels,"raila, uhuru"
2017-01-09,daily_nation,Charge Ouko over Sh1m tender says anti-graft agency,"ouko, eacc"
2017-01-09,standard,Khalwale:Raila dishonest on corruption,"raila, khalwale"
2017-01-10,business_daily,WERE: How corruption in exams distorts national economy,were
2017-01-11,business_daily,KAA boss<U+92> vision for graft free world class airports,kaa
2017-01-12,daily_nation,Judge transfers Kilifi officer's graft case to Nairobi,"kilifi, nairobi"
2017-01-14,daily_nation,Mother of NYS graft suspect loses bid to keep vehicle,nys
2017-01-17,daily_nation,Sleuths given six months to probe graft at Ardhi House,ardhi house
2017-01-20,standard,Raila Odinga: Kenya is ailing from rampant corruption and failed Jubilee promises,"raila, jubilee"
2017-01-20,standard,Raila: NASA will jail all graft culprits,"nasa, raila"
2017-01-21,business_daily,Nzoia Sugar MD due in court over corruption claims,"nzoia sugar, godfrey wanyonyi"
2017-01-23,daily_nation,I did not offer any bribe to Sonko says Kenneth,"sonko, kenneth"
2017-01-24,daily_nation,: Is Wabukala equal to anti-graft task?,"wabukala, eacc"
2017-01-27,business_daily,KABAARA: Points to ponder for Wabukala from TI<U+92>s report on graft,"wabukala, kabaara"
2017-01-28,daily_nation,Amason Kingi's Nyali home raided and property stolen,"kingi, nyali"
2017-01-28,daily_nation,DOLAN: It's time for the valiant to rise and fight corruption,dolan
2017-01-29,standard,Githongo defends his graft dossier against Murungaru,"githongo, murangaru"
2017-02-01,daily_nation,KISERO: How to insulate fertiliser procurement from corruption,kisero
2017-02-03,standard,Senate wants eight governors prosecuted over corruption,senate
2017-02-04,daily_nation,KIAI: Fear of electorate marks beginning of war against corruption,kiai
2017-02-05,daily_nation,Ouko in the clear of graft allegations,ouko
2017-02-06,standard,Kamotho WaiganjoGraft thrives because we refuse to have honest debate about it,kamotho waiganjo
2017-02-06,daily_nation,Akashas Sh4m bribe failed to earn them police favours,"akasha, police"
2017-02-07,daily_nation,Bribery battalion: Scope into the complex graft chain in the police force,police
2017-02-07,business_daily,OTTICHILO: What businesses must know about anti-bribery law,ottichilo
2017-02-07,daily_nation,Akashas bribed court official with Sh4m -,"akasha, court"
2017-02-10,standard,FKF-Aberdare<U+92>s branch chairman Davis Chege accuses Sam Nyamweya for misappropriation of funds,"davis chege, sam nyamweya"
2017-02-13,standard,Jubilee has asked Raila to come out and defend claims that he received bribes from dominion farms,"raila, jubilee"
2017-02-14,daily_nation,23 Trans Nzoia MCAs charged with graft,"trans nzoia, mca"
2017-02-22,daily_nation,Kasarani MP to be charged afresh with bribery,"kasarani, mp"
2017-02-23,standard,Murang'a MPs want governors linked to corruption to be prosecuted,muranga
2017-02-25,standard,Auditor General Edward Ouko walks a tightrope tracing stolen public funds,"ouko, auditor general"
2017-02-28,standard,Raila promises goodies to miraa farmers as he accuse the Government of misappropriating Sh215 billion,raila
2017-03-05,standard,Corruption unearthed as MPs lock out Chinese firm from mining survey,"china, geti, parliament"
2017-03-06,standard,Lest we forget: Journey Jubilee has taken on its war on corruption,jubilee
2017-03-07,standard,Makau MutuaHow tribalism drives graft and impedes real progress,makau mutua
2017-03-08,business_daily,Githongo US arms sale critic to expose graft deals online,"githongo, usa"
2017-03-08,daily_nation,MPs probe Swazuri for corruption,"swazuri, parliament"
2017-03-08,standard,Barrack MulukaHow dirty orgy of graft and ethnicity kills leadership,barack muluka
2017-03-13,standard,: President Uhuru<U+92>s last dice on corruption,uhuru
2017-03-18,standard,Sonko reports his own cousin to the relevant authority for allegedly stealing over 1.4 billion,sonko
2017-03-22,standard,Sylvia Wavinya challenges governor Alfred Mutua over corruption cases ahead of polls,"sylvia wavinya, mutua"
2017-03-24,daily_nation,NGARE: When fighting graft is like washing a pig,ngare
2017-03-24,standard,Corruption and incompetence at Afya House force donor to withhold funding,afya house
2017-03-26,business_daily,Political pressure hampering anti-graft fight in counties - auditor,"deputy auditor general, david gichana"
2017-03-29,daily_nation,I gave Swazuri a Sh1m bribe man tells MPs,"swazuri, parliament"
2017-03-31,daily_nation,Gov Waithaka to be grilled over graft claims,waithaka
2017-04-01,daily_nation,Joho: Anti-graft detectives probe governor's education background,joho
2017-04-06,daily_nation,GITAHI: Why all of us must play a role in slaying corruption dragon,gitahi
2017-04-08,daily_nation,Swazuri refuses to respond to bribery claims,swazuri
2017-04-10,daily_nation,EACC Land ministry partner to end graft,"eacc, land ministry"
2017-04-13,daily_nation,Graft probe in Kitui opens door for auctions,kitui
2017-04-14,daily_nation,Why court won't dismiss Oburu graft case,oburu
2017-04-17,standard,Kamotho WaiganjoOne sad story that Kenya shares with S.Africa is corruption,kamotho waiganjo
2017-04-18,daily_nation,EACC raids Swazuri home in graft probe,"eacc, swazuri"
2017-04-22,standard,Jubilee primaries flop amid allegations of bribery intimidation and ballots tampering,jubilee
2017-04-23,daily_nation,GAITHO: Do not be fooled food shortage the result of misrule and graft,gaitho
2017-05-12,daily_nation,23 counties snub EACC graft meet,eacc
2017-05-13,daily_nation,EACC arrests 3 police officers for bribery,"eacc, traffic police, kiminini"
2017-05-22,daily_nation,Anti-graft agency summons top land commission bosses,"eacc, nlc"
2017-05-23,daily_nation,Senator Kembi Gitura blames loss on graft war,kembi gitura
2017-05-25,standard,David Oginde Smart manifestos should be panacea for graft tribalism,david oginde
2017-05-26,standard,Aden Duale : NASA has no moral authority to condemn corruption,"duale, nasa"
2017-05-28,standard,Uhuru hands over ambulances bought with recovered corruption money to counties,uhuru
2017-05-29,daily_nation,KISERO: Why I choose to support SGR despite graft and other queries,"sgr, kisero"
2017-05-30,daily_nation,Candidates to address graft agriculture in Nyandarua,nyandarua
2017-05-30,daily_nation,NASA accuses Jubilee of condoning corruption,"nasa, jubilee"
2017-05-31,daily_nation,Twitter users engage President Kenyatta on corruption,"uhuru, twitter"
2017-06-03,daily_nation,WAMUGUNDA: Corruption impunity and mistrust make us hollow people,wamugunda
2017-06-06,standard,Suspects arrested for attempting to bribe KDF official with Sh4,kdf
2017-06-10,daily_nation,Corruption albatross burdens 11th Parliament,parliament
